Pair,ClosePrice,CloseTime,QuoteAssetVolume
OPUSDT,2.395,1715731199999,21293884.95608
OPUSDT,2.484,1715817599999,59693371.53121
OPUSDT,2.368,1715903999999,36285843.18399
OPUSDT,2.568,1715990399999,53886389.67174
OPUSDT,2.548,1716076799999,24430031.04091
OPUSDT,2.452,1716163199999,19330202.10688
OPUSDT,2.907,1716249599999,76991043.87309
OPUSDT,2.831,1716335999999,117958151.60347
OPUSDT,2.668,1716422399999,102105725.20295
OPUSDT,2.623,1716508799999,201030547.41817
OPUSDT,2.522,1716595199999,75900768.10472
OPUSDT,2.551,1716681599999,51380393.56891
OPUSDT,2.53,1716767999999,49687926.27117
OPUSDT,2.587,1716854399999,77612505.02494
OPUSDT,2.548,1716940799999,60176770.11281
OPUSDT,2.494,1717027199999,40333036.92928
OPUSDT,2.476,1717113599999,42605982.22766
OPUSDT,2.455,1717199999999,30120830.76851
OPUSDT,3.496,1712015999999,56288998.87353
OPUSDT,3.156,1712102399999,91455667.42194
OPUSDT,3.052,1712188799999,59997080.01792
OPUSDT,3.105,1712275199999,47510835.97844
OPUSDT,2.873,1712361599999,59772475.72406
OPUSDT,2.993,1712447999999,42203417.50719
OPUSDT,3.196,1712534399999,44175804.10444
OPUSDT,3.365,1712620799999,75978951.61547
OPUSDT,3.044,1712707199999,71255736.77474
OPUSDT,3.036,1712793599999,58248496.38954
OPUSDT,2.939,1712879999999,48113289.89422
OPUSDT,2.448,1712966399999,117034459.3917
OPUSDT,2.117,1713052799999,151755528.22318
OPUSDT,2.33,1713139199999,93168271.46809
OPUSDT,2.267,1713225599999,89934360.66503
OPUSDT,2.243,1713311999999,61086796.62136
OPUSDT,2.165,1713398399999,40260614.97112
OPUSDT,2.225,1713484799999,29168747.85859
OPUSDT,2.232,1713571199999,56184678.4346
OPUSDT,2.505,1713657599999,43098584.57562
OPUSDT,2.445,1713743999999,29445633.06324
OPUSDT,2.549,1713830399999,50093144.45039
OPUSDT,2.491,1713916799999,34426942.62787
OPUSDT,2.422,1714003199999,52015523.23922
OPUSDT,2.418,1714089599999,33826475.03032
OPUSDT,2.333,1714175999999,32157587.14565
OPUSDT,2.626,1714262399999,69847618.04374
OPUSDT,2.634,1714348799999,90871727.02649
OPUSDT,2.495,1714435199999,67848035.27688
OPUSDT,2.537,1714521599999,64802782.53192
OPUSDT,2.475,1717286399999,14986600.90213
OPUSDT,2.379,1717372799999,32938991.65573
OPUSDT,2.402,1717459199999,31743405.11595
OPUSDT,2.478,1717545599999,30985502.20057
OPUSDT,2.524,1717631999999,31481086.06177
OPUSDT,2.484,1717718399999,22040285.49343
OPUSDT,2.262,1717804799999,77265255.03406
OPUSDT,2.168,1717891199999,41865917.05419
OPUSDT,2.231,1717977599999,25872738.5759
OPUSDT,2.187,1718063999999,23540906.68274
OPUSDT,2.057,1718150399999,57336362.93707
OPUSDT,2.146,1718236799999,54920757.90527
OPUSDT,2.015,1718323199999,28230758.48967
OPUSDT,2.004,1718409599999,42153384.67553
OPUSDT,2.104,1718495999999,26504315.28767
OPUSDT,2.095,1718582399999,21604402.00414
OPUSDT,1.936,1718668799999,45087869.05303
OPUSDT,1.829,1718755199999,65320830.35588
OPUSDT,1.912,1718841599999,39452207.31327
OPUSDT,1.835,1718927999999,35846942.45261
OPUSDT,1.813,1719014399999,23651054.43483
OPUSDT,1.79,1719100799999,11094876.44781
OPUSDT,1.712,1719187199999,15709600.56409
OPUSDT,1.773,1719273599999,34859483.08884
OPUSDT,1.763,1719359999999,24841275.30936
OPUSDT,1.786,1719446399999,20289463.56257
OPUSDT,1.8,1719532799999,30075044.68987
OPUSDT,1.75,1719619199999,21021681.39859
OPUSDT,1.742,1719705599999,10128083.70615
OPUSDT,1.803,1719791999999,15112013.19161
OPUSDT,1.753,1719878399999,19820400.15098
OPUSDT,1.771,1719964799999,15230539.98442
OPUSDT,1.637,1720051199999,24753436.13105
OPUSDT,1.443,1720137599999,41423696.05419
OPUSDT,1.33,1720223999999,83638334.30448
OPUSDT,1.487,1720310399999,27962524.48907
OPUSDT,1.382,1720396799999,20643809.63578
OPUSDT,2.769,1677715199999,47322093.30725
OPUSDT,2.723,1677801599999,46697776.58509
OPUSDT,2.543,1677887999999,64975613.56504
OPUSDT,2.368,1677974399999,40995830.73712
OPUSDT,2.431,1678060799999,43201861.75907
OPUSDT,2.517,1678147199999,42410905.58797
OPUSDT,2.402,1678233599999,60227477.86273
OPUSDT,2.234,1678319999999,65951216.09758
OPUSDT,2.202,1678406399999,82885391.83044
OPUSDT,2.135,1678492799999,101608047.55076
OPUSDT,1.887,1678579199999,93699698.69406
OPUSDT,2.345,1678665599999,103058432.76127
OPUSDT,2.615,1678751999999,174861883.0507
OPUSDT,2.71,1678838399999,133454114.02235
OPUSDT,2.404,1678924799999,126319854.76963
OPUSDT,2.482,1679011199999,86238533.84016
OPUSDT,2.715,1679097599999,91457846.49322
OPUSDT,2.618,1679183999999,108751836.65758
OPUSDT,2.693,1679270399999,60920312.47864
OPUSDT,2.473,1679356799999,60500691.66177
OPUSDT,2.637,1679443199999,68206982.2993
OPUSDT,2.526,1679529599999,62917546.49111
OPUSDT,2.484,1679615999999,56790539.55438
OPUSDT,2.269,1679702399999,52358055.42183
OPUSDT,2.177,1679788799999,27471250.25853
OPUSDT,2.263,1679875199999,23574661.93278
OPUSDT,2.068,1679961599999,49331964.00648
OPUSDT,2.193,1680047999999,41233389.30833
OPUSDT,2.229,1680134399999,38155931.40947
OPUSDT,2.301,1680220799999,63602999.46069
OPUSDT,2.289,1680307199999,47669032.63931
OPUSDT,2.725,1675295999999,131661734.00585
OPUSDT,2.798,1675382399999,143709476.03135
OPUSDT,3.101,1675468799999,145259977.45752
OPUSDT,2.994,1675555199999,76195070.93699
OPUSDT,2.953,1675641599999,89036310.46939
OPUSDT,2.91,1675727999999,93650939.68553
OPUSDT,3.023,1675814399999,86835062.48404
OPUSDT,2.767,1675900799999,101580865.0785
OPUSDT,2.399,1675987199999,127562598.59736
OPUSDT,2.417,1676073599999,75157687.10577
OPUSDT,2.488,1676159999999,48823219.2984
OPUSDT,2.333,1676246399999,44004813.87883
OPUSDT,2.212,1676332799999,79650202.42166
OPUSDT,2.427,1676419199999,91384826.63921
OPUSDT,2.82,1676505599999,95393371.02258
OPUSDT,2.622,1676591999999,112820485.97063
OPUSDT,2.793,1676678399999,100245338.33712
OPUSDT,2.779,1676764799999,40831464.14567
OPUSDT,2.579,1676851199999,61765264.92018
OPUSDT,2.608,1676937599999,54137529.02003
OPUSDT,2.517,1677023999999,47387560.49896
OPUSDT,2.704,1677110399999,95880337.15544
OPUSDT,2.875,1677196799999,184652954.65899
OPUSDT,3.06,1677283199999,246908432.29831
OPUSDT,2.753,1677369599999,134644056.92787
OPUSDT,3.009,1677455999999,87427923.18067
OPUSDT,2.896,1677542399999,83818861.9793
OPUSDT,2.703,1677628799999,64745833.33391
OPUSDT,1.357,1725235199999,9785092.62205
OPUSDT,1.408,1725321599999,11873961.50195
OPUSDT,1.348,1725407999999,10051528.61615
OPUSDT,1.348,1725494399999,16279100.95478
OPUSDT,1.358,1725580799999,11694954.66666
OPUSDT,1.337,1725667199999,27606569.19145
OPUSDT,1.417,1725753599999,12996508.95204
OPUSDT,1.418,1725839999999,17403000.11587
OPUSDT,1.531,1725926399999,14597045.74052
OPUSDT,1.61,1726012799999,18221636.68967
OPUSDT,1.545,1726099199999,18608369.42665
OPUSDT,1.539,1726185599999,16368208.33409
OPUSDT,1.548,1726271999999,11462752.91687
OPUSDT,1.568,1726358399999,8750914.86238
OPUSDT,1.473,1726444799999,10720336.83019
OPUSDT,1.452,1726531199999,12224352.21021
OPUSDT,1.452,1726617599999,16266728.4017
OPUSDT,1.512,1726703999999,16191520.07367
OPUSDT,1.606,1726790399999,22428162.08684
OPUSDT,1.681,1726876799999,26261059.43807
OPUSDT,1.768,1726963199999,22252862.97536
OPUSDT,1.69,1727049599999,19186945.81369
OPUSDT,1.697,1727135999999,23149542.84715
OPUSDT,1.735,1727222399999,24809402.7055
OPUSDT,1.683,1727308799999,18558106.48813
OPUSDT,1.751,1727395199999,21317931.16947
OPUSDT,1.9,1727481599999,34591240.34071
OPUSDT,1.88,1727567999999,13951149.54874
OPUSDT,1.902,1727654399999,17186290.27462
OPUSDT,1.749,1727740799999,29177269.80441
OPUSDT,1.574,1722556799999,15837415.30763
OPUSDT,1.463,1722643199999,20445485.10046
OPUSDT,1.423,1722729599999,21430223.27842
OPUSDT,1.33,1722815999999,16374160.38298
OPUSDT,1.17,1722902399999,74673344.31324
OPUSDT,1.275,1722988799999,30325856.40854
OPUSDT,1.199,1723075199999,15339292.4863
OPUSDT,1.426,1723161599999,22899503.72523
OPUSDT,1.41,1723247999999,14912389.09145
OPUSDT,1.426,1723334399999,10948297.01506
OPUSDT,1.309,1723420799999,18674729.14571
OPUSDT,1.38,1723507199999,28608023.68219
OPUSDT,1.365,1723593599999,13246114.94277
OPUSDT,1.327,1723679999999,16309331.48446
OPUSDT,1.25,1723766399999,20319580.26043
OPUSDT,1.28,1723852799999,15762478.05631
OPUSDT,1.342,1723939199999,19983477.05992
OPUSDT,1.335,1724025599999,15931718.71097
OPUSDT,1.37,1724111999999,20194633.25894
OPUSDT,1.352,1724198399999,11473506.83749
OPUSDT,1.448,1724284799999,13745679.32321
OPUSDT,1.51,1724371199999,14113582.1756
OPUSDT,1.614,1724457599999,21479040.76948
OPUSDT,1.605,1724543999999,18751151.80735
OPUSDT,1.551,1724630399999,16396342.7925
OPUSDT,1.485,1724716799999,14195334.91224
OPUSDT,1.373,1724803199999,25397307.78514
OPUSDT,1.425,1724889599999,24167600.65254
OPUSDT,1.426,1724975999999,17300423.3304
OPUSDT,1.47,1725062399999,16913118.04554
OPUSDT,1.417,1725148799999,7507115.85183
OPUSDT,0.924,1672617599999,3017158.97118
OPUSDT,0.958,1672703999999,11367767.91676
OPUSDT,0.957,1672790399999,12405865.23569
OPUSDT,1.03,1672876799999,19272581.73754
OPUSDT,1.024,1672963199999,12569638.82559
OPUSDT,1.085,1673049599999,26543437.84812
OPUSDT,1.095,1673135999999,17208551.30562
OPUSDT,1.263,1673222399999,40076335.90475
OPUSDT,1.252,1673308799999,49979585.17159
OPUSDT,1.266,1673395199999,31916480.45493
OPUSDT,1.281,1673481599999,31887824.62189
OPUSDT,1.39,1673567999999,71136463.69111
OPUSDT,1.594,1673654399999,76640942.92405
OPUSDT,1.727,1673740799999,121676502.71463
OPUSDT,1.821,1673827199999,69746671.94637
OPUSDT,1.793,1673913599999,61528940.06819
OPUSDT,1.737,1673999999999,50397177.02632
OPUSDT,1.66,1674086399999,57634082.0282
OPUSDT,1.746,1674172799999,33605870.08044
OPUSDT,2.141,1674259199999,69511964.95951
OPUSDT,2.202,1674345599999,147027539.55477
OPUSDT,2.181,1674431999999,84433368.14583
OPUSDT,2.167,1674518399999,76269932.92921
OPUSDT,1.996,1674604799999,73404164.00113
OPUSDT,2.38,1674691199999,161880123.8156
OPUSDT,2.216,1674777599999,88994060.05608
OPUSDT,2.279,1674863999999,79564586.28961
OPUSDT,2.186,1674950399999,57363223.72532
OPUSDT,2.376,1675036799999,57676390.30227
OPUSDT,2.125,1675123199999,74151414.57121
OPUSDT,2.166,1675209599999,43112470.2499
OPUSDT,2.081,1682985599999,19392182.36756
OPUSDT,2.163,1683071999999,15335934.92152
OPUSDT,2.164,1683158399999,20344287.25577
OPUSDT,2.026,1683244799999,21262332.3375
OPUSDT,1.982,1683331199999,25781759.12769
OPUSDT,1.868,1683417599999,23201004.76242
OPUSDT,1.887,1683503999999,15341952.62088
OPUSDT,1.719,1683590399999,27689877.98454
OPUSDT,1.708,1683676799999,14697940.77995
OPUSDT,1.722,1683763199999,22584989.50661
OPUSDT,1.558,1683849599999,18893157.50449
OPUSDT,1.677,1683935999999,33116583.13557
OPUSDT,1.638,1684022399999,10825837.50219
OPUSDT,1.634,1684108799999,12999229.69053
OPUSDT,1.638,1684195199999,17316339.09892
OPUSDT,1.652,1684281599999,24867759.87716
OPUSDT,1.801,1684367999999,65371899.30119
OPUSDT,1.737,1684454399999,48640874.96911
OPUSDT,1.668,1684540799999,27652322.10523
OPUSDT,1.692,1684627199999,17063194.15571
OPUSDT,1.637,1684713599999,12047762.90659
OPUSDT,1.632,1684799999999,14898289.17827
OPUSDT,1.669,1684886399999,23691558.18034
OPUSDT,1.593,1684972799999,22621461.79044
OPUSDT,1.617,1685059199999,15270668.51362
OPUSDT,1.609,1685145599999,13064383.90765
OPUSDT,1.6,1685231999999,6574216.56343
OPUSDT,1.642,1685318399999,12383620.40668
OPUSDT,1.524,1685404799999,23351131.93338
OPUSDT,1.42,1685491199999,37160718.90958
OPUSDT,1.382,1685577599999,56815577.17167
OPUSDT,1.438,1698883199999,30723608.17556
OPUSDT,1.372,1698969599999,32166025.57252
OPUSDT,1.423,1699055999999,19539255.91329
OPUSDT,1.498,1699142399999,27470022.85815
OPUSDT,1.54,1699228799999,34144319.88374
OPUSDT,1.572,1699315199999,28841687.91246
OPUSDT,1.511,1699401599999,30338002.68785
OPUSDT,1.526,1699487999999,19730428.65264
OPUSDT,1.742,1699574399999,94968341.7125
OPUSDT,1.72,1699660799999,80665531.01226
OPUSDT,1.693,1699747199999,39439043.99535
OPUSDT,1.821,1699833599999,57892401.22134
OPUSDT,1.789,1699919999999,92740610.58204
OPUSDT,1.792,1700006399999,53252561.84073
